"","lod"
"895",1.39514548026327
"896",2.49866505326813
"897",1.8845735279172
"898",2.22684101407712
"899",1.61849833453356
"900",2.06829157393219
"901",1.5695261580678
"902",1.72031975643928
"903",1.51126584719199
"904",1.87941102035158
"905",2.74880101450863
"906",2.7483842263258
"907",2.00273244355722
"908",2.76391977160908
"909",2.42909743299444
"910",2.56529622008895
"911",1.66390773246097
"912",2.62613387269033
"913",1.78253663463425
"914",1.23712321794494
"915",2.47341492932065
"916",1.6639574701142
"917",2.46835353102266
"918",2.04150823265385
"919",1.75276276910581
"920",1.77258974916739
"921",1.9714862989422
"922",2.84373545846741
"923",2.76599108299575
"924",1.95347220484794
"925",1.16794024347581
"926",3.24040444998339
"927",1.40202414054289
"928",1.76129401629687
"929",2.00166047055238
"930",2.73322316066489
"931",1.53336499291274
"932",3.39790153329619
"933",2.19256704439429
"934",1.6601385666236
"935",1.56210804661202
"936",1.5428359857943
"937",2.75713448711589
"938",1.97670650495786
"939",3.92194493075833
"940",2.14072970337139
"941",2.3088522332349
"942",3.49200122769618
"943",1.5922442457081
"944",2.47527933200527
"945",2.71169384022349
"946",1.15314682616946
"947",1.77217792430852
"948",1.77610502448456
"949",2.24684339849917
"950",2.10473526836053
"951",2.99379445411077
"952",3.08293480637467
"953",2.15288517802711
"954",3.74495065809479
"955",1.60921396062342
"956",1.98275913089263
"957",2.02743558573216
"958",2.41176708265425
"959",1.982881692953
"960",2.63616474682765
"961",2.08711407093841
"962",2.31236995678701
"963",2.25388775723542
"964",1.48737108740745
"965",1.87223712866556
"966",2.0854079566618
"967",2.25569519490541
"968",2.4375969801798
"969",2.60410264615251
"970",2.6235516362556
"971",1.57669582305334
"972",1.10161381754462
"973",2.1966647793473
"974",1.36006334446719
"975",3.05238284005215
"976",2.5408946194167
"977",1.62753103344467
"978",1.83512438078208
"979",2.70547721901002
"980",1.06644504891246
"981",1.28975205169957
"982",1.86842639016908
"983",2.93079335435107
"984",1.59029560244097
"985",1.52094804205855
"986",2.60866283357552
"987",1.54259812634966
"988",2.04238091809641
"989",1.99370539510629
"990",2.39887919773967
"991",1.47166202771207
"992",1.33389634091316
"993",1.70773659876396
"994",1.80535562831581
"995",2.08548475583569
"996",1.53705825598391
"997",2.47342040843841
"998",2.21717218203567
"999",1.78695185055865
"1000",2.17472802349809
